datetime,hour,day_of_week,is_weekend,is_congested,flow_from,flow_to,overload_mw,manila_temp,manila_dew,manila_solar,manila_wind,manila_cloudcover,manila_rh,cebu_temp,cebu_dew,cebu_solar,cebu_wind,cebu_cloudcover,cebu_rh,luz_demand,vis_demand,demand_diff
2025-07-01T00:55:00.000+10:00,0,2,0,0,360.29,-360.29,0,26,25,0,5.4,89.4,94.23600472920616,25,24,0,5.4,89.7,94.19412582185404,9408,1697,7711
2025-07-01T01:00:00.000+10:00,1,2,0,0,334.3,-334.3,0,26,25,0,5.4,89.4,94.23600472920616,25,24,0,5.4,89.7,94.19412582185404,9408,1697,7711
2025-07-01T01:05:00.000+10:00,1,2,0,0,319.35,-319.35,0,26,25,0,5.4,89.4,94.23600472920616,25,24,0,5.4,89.7,94.19412582185404,9408,1697,7711
2025-07-01T01:55:00.000+10:00,1,2,0,0,321.52,-321.52,0,25.8,24.8,0,2.4,96.6,94.22766489444018,25.9,24.9,0,6,86.8,94.23183704896017,9082,1630,7452
2025-07-01T02:00:00.000+10:00,2,2,0,0,310.44,-310.44,0,25.8,24.8,0,2.4,96.6,94.22766489444018,25.9,24.9,0,6,86.8,94.23183704896017,9082,1630,7452
2025-07-01T02:05:00.000+10:00,2,2,0,0,338.82,-338.82,0,25.8,24.8,0,2.4,96.6,94.22766489444018,25.9,24.9,0,6,86.8,94.23183704896017,9082,1630,7452
2025-07-01T02:55:00.000+10:00,2,2,0,0,363.71,-363.71,0,26,25,0,3.6,26.4,94.23600472920616,25,24,0,3.6,89.7,94.19412582185404,8799,1591,7208
2025-07-01T03:00:00.000+10:00,3,2,0,0,367.35,-367.35,0,26,25,0,3.6,26.4,94.23600472920616,25,24,0,3.6,89.7,94.19412582185404,8799,1591,7208
2025-07-01T03:05:00.000+10:00,3,2,0,0,378.03,-378.03,0,26,25,0,3.6,26.4,94.23600472920616,25,24,0,3.6,89.7,94.19412582185404,8799,1591,7208
2025-07-01T03:55:00.000+10:00,3,2,0,0,397.37,-397.37,0,26,26,0,3.6,89.4,100,25,24,0,3.6,89.7,94.19412582185404,8693,1551,7142
2025-07-01T04:00:00.000+10:00,4,2,0,0,399.67,-399.67,0,26,26,0,3.6,89.4,100,25,24,0,3.6,89.7,94.19412582185404,8693,1551,7142
2025-07-01T04:05:00.000+10:00,4,2,0,0,397.76,-397.76,0,26,26,0,3.6,89.4,100,25,24,0,3.6,89.7,94.19412582185404,8693,1551,7142
2025-07-01T04:55:00.000+10:00,4,2,0,1,420,-420,0,25.6,24.8,0,0.8,36.4,95.35146465585034,25.2,24.2,0,3.6,89.7,94.20253765201525,8805,1594,7211
2025-07-01T05:00:00.000+10:00,5,2,0,1,420,-420,0,25.6,24.8,0,0.8,36.4,95.35146465585034,25.2,24.2,0,3.6,89.7,94.20253765201525,8805,1594,7211
2025-07-01T05:05:00.000+10:00,5,2,0,0,411.2,-411.2,0,25.6,24.8,0,0.8,36.4,95.35146465585034,25.2,24.2,0,3.6,89.7,94.20253765201525,8805,1594,7211
2025-07-01T05:55:00.000+10:00,5,2,0,0,399.23,-399.23,0,26,26,12,3.6,26.4,100,26,25,9.2,3.6,91,94.23600472920616,8995,1688,7307
2025-07-01T06:00:00.000+10:00,6,2,0,0,372.67,-372.67,0,26,26,12,3.6,26.4,100,26,25,9.2,3.6,91,94.23600472920616,8995,1688,7307
2025-07-01T06:05:00.000+10:00,6,2,0,0,350.23,-350.23,0,26,26,12,3.6,26.4,100,26,25,9.2,3.6,91,94.23600472920616,8995,1688,7307
2025-07-01T06:55:00.000+10:00,6,2,0,0,380.86,-380.86,0,27,25,97,5.4,26.4,88.84328983201667,26,25,96,3.6,89.7,94.23600472920616,8792,1645,7147
2025-07-01T07:00:00.000+10:00,7,2,0,0,396.56,-396.56,0,27,25,97,5.4,26.4,88.84328983201667,26,25,96,3.6,89.7,94.23600472920616,8792,1645,7147
2025-07-01T07:05:00.000+10:00,7,2,0,0,366.93,-366.93,0,27,25,97,5.4,26.4,88.84328983201667,26,25,96,3.6,89.7,94.23600472920616,8792,1645,7147
2025-07-01T07:55:00.000+10:00,7,2,0,0,233.91,-233.91,0,28.7,24.8,434,6,51.6,79.50057447792473,26.9,25.1,254.1,7.6,85.4,89.90053785648695,9188,1700,7488
2025-07-01T08:00:00.000+10:00,8,2,0,0,224.94,-224.94,0,28.7,24.8,434,6,51.6,79.50057447792473,26.9,25.1,254.1,7.6,85.4,89.90053785648695,9188,1700,7488
2025-07-01T08:05:00.000+10:00,8,2,0,0,143.65,-143.65,0,28.7,24.8,434,6,51.6,79.50057447792473,26.9,25.1,254.1,7.6,85.4,89.90053785648695,9188,1700,7488
2025-07-01T08:55:00.000+10:00,8,2,0,0,120.39,-120.39,0,30,25,240,5.4,26.4,74.6401272083123,28,25,376.9,7.6,89.7,83.795594704568,9975,1939,8036
2025-07-01T09:00:00.000+10:00,9,2,0,0,108.96,-108.96,0,30,25,240,5.4,26.4,74.6401272083123,28,25,376.9,7.6,89.7,83.795594704568,9975,1939,8036
2025-07-01T09:05:00.000+10:00,9,2,0,0,113.74,-113.74,0,30,25,240,5.4,26.4,74.6401272083123,28,25,376.9,7.6,89.7,83.795594704568,9975,1939,8036
2025-07-01T09:55:00.000+10:00,9,2,0,0,106.59,-106.59,0,29,26,293,13,26.4,83.90495049824243,29,24,469.2,14.8,91,74.47804544391055,10655,2095,8560
2025-07-01T10:00:00.000+10:00,10,2,0,0,127.18,-127.18,0,29,26,293,13,26.4,83.90495049824243,29,24,469.2,14.8,91,74.47804544391055,10655,2095,8560
2025-07-01T10:05:00.000+10:00,10,2,0,0,96.77,-96.77,0,29,26,293,13,26.4,83.90495049824243,29,24,469.2,14.8,91,74.47804544391055,10655,2095,8560
2025-07-01T10:55:00.000+10:00,10,2,0,0,252.98,-252.98,0,30.2,25,632,11.7,44.6,73.78837315737587,30.1,24.1,611.6,7.7,79.8,70.32494930186948,11165,2198,8967
2025-07-01T11:00:00.000+10:00,11,2,0,0,228.96,-228.96,0,30.2,25,632,11.7,44.6,73.78837315737587,30.1,24.1,611.6,7.7,79.8,70.32494930186948,11165,2198,8967
2025-07-01T11:05:00.000+10:00,11,2,0,0,186.65,-186.65,0,30.2,25,632,11.7,44.6,73.78837315737587,30.1,24.1,611.6,7.7,79.8,70.32494930186948,11165,2198,8967
2025-07-01T11:55:00.000+10:00,11,2,0,0,-16.32,16.32,0,31,25,628,14.8,26.4,70.4892560365784,31,23,626.7,11.2,54.3,62.513720300658285,11225,2221,9004
2025-07-01T12:00:00.000+10:00,12,2,0,0,-15.47,15.47,0,31,25,628,14.8,26.4,70.4892560365784,31,23,626.7,11.2,54.3,62.513720300658285,11225,2221,9004
2025-07-01T12:05:00.000+10:00,12,2,0,0,-58.79,58.79,0,31,25,628,14.8,26.4,70.4892560365784,31,23,626.7,11.2,54.3,62.513720300658285,11225,2221,9004
2025-07-01T12:55:00.000+10:00,12,2,0,0,-171.42,171.42,0,31,24,698,16.6,26.4,66.3967385219835,31,25,677,18.4,54.3,70.4892560365784,11195,2199,8996
2025-07-01T13:00:00.000+10:00,13,2,0,0,-126.67,126.67,0,31,24,698,16.6,26.4,66.3967385219835,31,25,677,18.4,54.3,70.4892560365784,11195,2199,8996
2025-07-01T13:05:00.000+10:00,13,2,0,0,-137.02,137.02,0,31,24,698,16.6,26.4,66.3967385219835,31,25,677,18.4,54.3,70.4892560365784,11195,2199,8996
2025-07-01T13:55:00.000+10:00,13,2,0,0,36.47,-36.47,0,31.3,25.4,415,17,76.1,70.96426480247409,32,24.9,636.8,7.8,81,66.20110400719146,11685,2302,9383
2025-07-01T14:00:00.000+10:00,14,2,0,0,32.2,-32.2,0,31.3,25.4,415,17,76.1,70.96426480247409,32,24.9,636.8,7.8,81,66.20110400719146,11685,2302,9383
2025-07-01T14:05:00.000+10:00,14,2,0,0,31.73,-31.73,0,31.3,25.4,415,17,76.1,70.96426480247409,32,24.9,636.8,7.8,81,66.20110400719146,11685,2302,9383
2025-07-01T14:55:00.000+10:00,14,2,0,0,7.51,-7.51,0,31,25,320,14.8,26.4,70.4892560365784,32,24,667.1,20.5,89.7,62.73038418238449,11700,2331,9369
2025-07-01T15:00:00.000+10:00,15,2,0,1,0,0,0,31,25,320,14.8,26.4,70.4892560365784,32,24,667.1,20.5,89.7,62.73038418238449,11700,2331,9369
2025-07-01T15:05:00.000+10:00,15,2,0,0,-9.21,9.21,0,31,25,320,14.8,26.4,70.4892560365784,32,24,667.1,20.5,89.7,62.73038418238449,11700,2331,9369
2025-07-01T15:55:00.000+10:00,15,2,0,0,-75.11,75.11,0,31,25,166,16.6,26.4,70.4892560365784,32,24,429.3,11.2,54.3,62.73038418238449,11527,2293,9234
2025-07-01T16:00:00.000+10:00,16,2,0,0,-59.44,59.44,0,31,25,166,16.6,26.4,70.4892560365784,32,24,429.3,11.2,54.3,62.73038418238449,11527,2293,9234
2025-07-01T16:05:00.000+10:00,16,2,0,0,16.66,-16.66,0,31,25,166,16.6,26.4,70.4892560365784,32,24,429.3,11.2,54.3,62.73038418238449,11527,2293,9234
2025-07-01T16:55:00.000+10:00,16,2,0,0,32.81,-32.81,0,30.1,24.7,26,12.5,93,72.89651312560532,31,24.1,238.9,21.7,78.5,66.79640875847014,11284,2233,9051
2025-07-01T17:00:00.000+10:00,17,2,0,0,43.88,-43.88,0,30.1,24.7,26,12.5,93,72.89651312560532,31,24.1,238.9,21.7,78.5,66.79640875847014,11284,2233,9051
2025-07-01T17:05:00.000+10:00,17,2,0,0,52.16,-52.16,0,30.1,24.7,26,12.5,93,72.89651312560532,31,24.1,238.9,21.7,78.5,66.79640875847014,11284,2233,9051
2025-07-01T17:55:00.000+10:00,17,2,0,0,-35.94,35.94,0,29,24,5,13,89.4,74.47804544391055,29,25,43.2,14.8,89.7,79.06867311956182,10937,2169,8768
2025-07-01T18:00:00.000+10:00,18,2,0,0,-42.62,42.62,0,29,24,5,13,89.4,74.47804544391055,29,25,43.2,14.8,89.7,79.06867311956182,10937,2169,8768
2025-07-01T18:05:00.000+10:00,18,2,0,0,-66.32,66.32,0,29,24,5,13,89.4,74.47804544391055,29,25,43.2,14.8,89.7,79.06867311956182,10937,2169,8768
2025-07-01T18:55:00.000+10:00,18,2,0,0,-115.84,115.84,0,29,25,0,7.6,100,79.06867311956182,29,25,0.4,7.6,91,79.06867311956182,10994,2265,8729
2025-07-01T19:00:00.000+10:00,19,2,0,0,-88.6,88.6,0,29,25,0,7.6,100,79.06867311956182,29,25,0.4,7.6,91,79.06867311956182,10994,2265,8729
2025-07-01T19:05:00.000+10:00,19,2,0,0,-82.42,82.42,0,29,25,0,7.6,100,79.06867311956182,29,25,0.4,7.6,91,79.06867311956182,10994,2265,8729
2025-07-01T19:55:00.000+10:00,19,2,0,0,-50.96,50.96,0,28.7,25.5,0,4.4,93.8,82.8830173978892,28.9,25.1,0,3.6,54.2,80.00271879296021,11013,2244,8769
2025-07-01T20:00:00.000+10:00,20,2,0,0,-47.64,47.64,0,28.7,25.5,0,4.4,93.8,82.8830173978892,28.9,25.1,0,3.6,54.2,80.00271879296021,11013,2244,8769
2025-07-01T20:05:00.000+10:00,20,2,0,0,-16.29,16.29,0,28.7,25.5,0,4.4,93.8,82.8830173978892,28.9,25.1,0,3.6,54.2,80.00271879296021,11013,2244,8769
2025-07-01T20:55:00.000+10:00,20,2,0,0,3.77,-3.77,0,29,26,0,5.4,90.3,83.90495049824243,28,25,0,7.6,54.3,83.795594704568,10918,2187,8731
2025-07-01T21:00:00.000+10:00,21,2,0,0,10.22,-10.22,0,29,26,0,5.4,90.3,83.90495049824243,28,25,0,7.6,54.3,83.795594704568,10918,2187,8731
2025-07-01T21:05:00.000+10:00,21,2,0,0,27.3,-27.3,0,29,26,0,5.4,90.3,83.90495049824243,28,25,0,7.6,54.3,83.795594704568,10918,2187,8731
2025-07-01T21:55:00.000+10:00,21,2,0,0,60.59,-60.59,0,29,26,0,3.6,89.4,83.90495049824243,28,25,0,7.6,89.7,83.795594704568,10594,2107,8487
2025-07-01T22:00:00.000+10:00,22,2,0,0,67.38,-67.38,0,29,26,0,3.6,89.4,83.90495049824243,28,25,0,7.6,89.7,83.795594704568,10594,2107,8487
2025-07-01T22:05:00.000+10:00,22,2,0,0,86.67,-86.67,0,29,26,0,3.6,89.4,83.90495049824243,28,25,0,7.6,89.7,83.795594704568,10594,2107,8487
2025-07-01T22:55:00.000+10:00,22,2,0,0,149.84,-149.84,0,28.2,25.7,0,8.2,91.1,86.34382930887764,28,25,0,7.3,85,83.795594704568,10251,1996,8255
2025-07-01T23:00:00.000+10:00,23,2,0,0,149.14,-149.14,0,28.2,25.7,0,8.2,91.1,86.34382930887764,28,25,0,7.3,85,83.795594704568,10251,1996,8255
2025-07-01T23:05:00.000+10:00,23,2,0,0,191.8,-191.8,0,28.2,25.7,0,8.2,91.1,86.34382930887764,28,25,0,7.3,85,83.795594704568,10251,1996,8255
2025-07-01T23:55:00.000+10:00,23,2,0,0,123.02,-123.02,0,28,26,0,7.6,89.4,88.92099675210189,27,25,0,5.4,54.3,88.84328983201667,9920,1874,8046
2025-07-02T00:00:00.000+10:00,0,3,0,0,131.3,-131.3,0,28,26,0,7.6,89.4,88.92099675210189,27,25,0,5.4,54.3,88.84328983201667,9920,1874,8046
2025-07-02T00:05:00.000+10:00,0,3,0,0,204.26,-204.26,0,28,26,0,7.6,89.4,88.92099675210189,27,25,0,5.4,54.3,88.84328983201667,9920,1874,8046
2025-07-02T00:55:00.000+10:00,0,3,0,0,363.43,-363.43,0,28,26,0,9.4,90.3,88.92099675210189,27,25,0,3.6,54.3,88.84328983201667,9662,1785,7877
2025-07-02T01:00:00.000+10:00,1,3,0,0,367.47,-367.47,0,28,26,0,9.4,90.3,88.92099675210189,27,25,0,3.6,54.3,88.84328983201667,9662,1785,7877
2025-07-02T01:05:00.000+10:00,1,3,0,0,374.29,-374.29,0,28,26,0,9.4,90.3,88.92099675210189,27,25,0,3.6,54.3,88.84328983201667,9662,1785,7877
2025-07-02T01:55:00.000+10:00,1,3,0,0,230.79,-230.79,0,27.4,25.7,0,4.7,93.6,90.47092956591014,26.8,24.1,0,7.3,30.8,85.18401287726326,9304,1713,7591
2025-07-02T02:00:00.000+10:00,2,3,0,0,232.96,-232.96,0,27.4,25.7,0,4.7,93.6,90.47092956591014,26.8,24.1,0,7.3,30.8,85.18401287726326,9304,1713,7591
2025-07-02T02:05:00.000+10:00,2,3,0,0,225.35,-225.35,0,27.4,25.7,0,4.7,93.6,90.47092956591014,26.8,24.1,0,7.3,30.8,85.18401287726326,9304,1713,7591
2025-07-02T02:55:00.000+10:00,2,3,0,0,202.33,-202.33,0,27,26,0,0,89.4,94.27743683246563,26,24,0,7.6,54.3,88.76478086411677,9036,1663,7373
2025-07-02T03:00:00.000+10:00,3,3,0,0,208.66,-208.66,0,27,26,0,0,89.4,94.27743683246563,26,24,0,7.6,54.3,88.76478086411677,9036,1663,7373
2025-07-02T03:05:00.000+10:00,3,3,0,0,190.16,-190.16,0,27,26,0,0,89.4,94.27743683246563,26,24,0,7.6,54.3,88.76478086411677,9036,1663,7373
2025-07-02T03:55:00.000+10:00,3,3,0,0,207.49,-207.49,0,27,26,0,5.4,90.3,94.27743683246563,26,24,0,7.6,54.3,88.76478086411677,8865,1626,7239
2025-07-02T04:00:00.000+10:00,4,3,0,0,186.38,-186.38,0,27,26,0,5.4,90.3,94.27743683246563,26,24,0,7.6,54.3,88.76478086411677,8865,1626,7239
2025-07-02T04:05:00.000+10:00,4,3,0,0,210.71,-210.71,0,27,26,0,5.4,90.3,94.27743683246563,26,24,0,7.6,54.3,88.76478086411677,8865,1626,7239
2025-07-02T04:55:00.000+10:00,4,3,0,0,238.83,-238.83,0,26.7,25.6,0,8.1,93.6,93.7077028939056,25.9,24,0,7.3,51,89.29155229270779,8953,1661,7292
2025-07-02T05:00:00.000+10:00,5,3,0,0,206.61,-206.61,0,26.7,25.6,0,8.1,93.6,93.7077028939056,25.9,24,0,7.3,51,89.29155229270779,8953,1661,7292
2025-07-02T05:05:00.000+10:00,5,3,0,0,224.01,-224.01,0,26.7,25.6,0,8.1,93.6,93.7077028939056,25.9,24,0,7.3,51,89.29155229270779,8953,1661,7292
2025-07-02T05:55:00.000+10:00,5,3,0,0,152.07,-152.07,0,27,25,20,7.6,90.3,88.84328983201667,26,24,12.5,7.6,54.3,88.76478086411677,9122,1744,7378
2025-07-02T06:00:00.000+10:00,6,3,0,0,154.96,-154.96,0,27,25,20,7.6,90.3,88.84328983201667,26,24,12.5,7.6,54.3,88.76478086411677,9122,1744,7378
2025-07-02T06:05:00.000+10:00,6,3,0,0,115.4,-115.4,0,27,25,20,7.6,90.3,88.84328983201667,26,24,12.5,7.6,54.3,88.76478086411677,9122,1744,7378
2025-07-02T06:55:00.000+10:00,6,3,0,0,143.63,-143.63,0,28,26,94,7.6,100,88.92099675210189,28,24,141.8,7.6,54.3,78.93052790919164,8940,1683,7257
2025-07-02T07:00:00.000+10:00,7,3,0,0,149.56,-149.56,0,28,26,94,7.6,100,88.92099675210189,28,24,141.8,7.6,54.3,78.93052790919164,8940,1683,7257
2025-07-02T07:05:00.000+10:00,7,3,0,0,93.56,-93.56,0,28,26,94,7.6,100,88.92099675210189,28,24,141.8,7.6,54.3,78.93052790919164,8940,1683,7257
2025-07-02T07:55:00.000+10:00,7,3,0,0,78.06,-78.06,0,28.5,25.8,352,4.3,90.2,85.35548956314003,29.1,24,366.6,7.4,50.6,74.0485888917076,9322,1766,7556
2025-07-02T08:00:00.000+10:00,8,3,0,0,71.08,-71.08,0,28.5,25.8,352,4.3,90.2,85.35548956314003,29.1,24,366.6,7.4,50.6,74.0485888917076,9322,1766,7556
2025-07-02T08:05:00.000+10:00,8,3,0,0,43.82,-43.82,0,28.5,25.8,352,4.3,90.2,85.35548956314003,29.1,24,366.6,7.4,50.6,74.0485888917076,9322,1766,7556
2025-07-02T08:55:00.000+10:00,8,3,0,0,81.84,-81.84,0,30,26,141,7.6,53.7,79.20553022466942,31,24,558.3,11.2,54.3,66.3967385219835,10159,2061,8098
2025-07-02T09:00:00.000+10:00,9,3,0,0,78.83,-78.83,0,30,26,141,7.6,53.7,79.20553022466942,31,24,558.3,11.2,54.3,66.3967385219835,10159,2061,8098
2025-07-02T09:05:00.000+10:00,9,3,0,0,49.82,-49.82,0,30,26,141,7.6,53.7,79.20553022466942,31,24,558.3,11.2,54.3,66.3967385219835,10159,2061,8098
2025-07-02T09:55:00.000+10:00,9,3,0,0,84.79,-84.79,0,31,26,739,9.4,53.7,74.80076881350634,31,24,768.1,3.6,54.3,66.3967385219835,10723,2226,8497
2025-07-02T10:00:00.000+10:00,10,3,0,0,94.1,-94.1,0,31,26,739,9.4,53.7,74.80076881350634,31,24,768.1,3.6,54.3,66.3967385219835,10723,2226,8497
2025-07-02T10:05:00.000+10:00,10,3,0,0,-21.65,21.65,0,31,26,739,9.4,53.7,74.80076881350634,31,24,768.1,3.6,54.3,66.3967385219835,10723,2226,8497
2025-07-02T10:55:00.000+10:00,10,3,0,0,60.94,-60.94,0,30.9,25.6,736,8.9,60.3,73.46705279390896,31.9,24.1,730.2,18,53.8,63.466291374514775,11242,2337,8905
2025-07-02T11:00:00.000+10:00,11,3,0,0,50.42,-50.42,0,30.9,25.6,736,8.9,60.3,73.46705279390896,31.9,24.1,730.2,18,53.8,63.466291374514775,11242,2337,8905
2025-07-02T11:05:00.000+10:00,11,3,0,0,-13.93,13.93,0,30.9,25.6,736,8.9,60.3,73.46705279390896,31.9,24.1,730.2,18,53.8,63.466291374514775,11242,2337,8905
2025-07-02T11:55:00.000+10:00,11,3,0,0,49.27,-49.27,0,31,25,791,14.8,26.4,70.4892560365784,33,23,867.6,18.4,54.3,55.82341846105338,11282,2338,8944
2025-07-02T12:00:00.000+10:00,12,3,0,0,2.87,-2.87,0,31,25,791,14.8,26.4,70.4892560365784,33,23,867.6,18.4,54.3,55.82341846105338,11282,2338,8944
2025-07-02T12:05:00.000+10:00,12,3,0,0,-56.69,56.69,0,31,25,791,14.8,26.4,70.4892560365784,33,23,867.6,18.4,54.3,55.82341846105338,11282,2338,8944
2025-07-02T12:55:00.000+10:00,12,3,0,0,40,-40,0,31,27,240,22.3,53.7,79.34111419090655,33,24,907.7,11.2,54.3,59.29087088619164,11238,2296,8942
2025-07-02T13:00:00.000+10:00,13,3,0,0,39.63,-39.63,0,31,27,240,22.3,53.7,79.34111419090655,33,24,907.7,11.2,54.3,59.29087088619164,11238,2296,8942
2025-07-02T13:05:00.000+10:00,13,3,0,0,21.29,-21.29,0,31,27,240,22.3,53.7,79.34111419090655,33,24,907.7,11.2,54.3,59.29087088619164,11238,2296,8942
2025-07-02T13:55:00.000+10:00,13,3,0,0,-98.67,98.67,0,28.7,25.6,214,16.6,97.8,83.37635375068875,32.9,23.2,793.2,14.4,53.8,56.82081490430051,11702,2419,9283
2025-07-02T14:00:00.000+10:00,14,3,0,0,-96.47,96.47,0,28.7,25.6,214,16.6,97.8,83.37635375068875,32.9,23.2,793.2,14.4,53.8,56.82081490430051,11702,2419,9283
2025-07-02T14:05:00.000+10:00,14,3,0,0,-145.98,145.98,0,28.7,25.6,214,16.6,97.8,83.37635375068875,32.9,23.2,793.2,14.4,53.8,56.82081490430051,11702,2419,9283
2025-07-02T14:55:00.000+10:00,14,3,0,0,-183.03,183.03,0,29,26,211,16.6,90.3,83.90495049824243,33,24,622.4,14.8,54.3,59.29087088619164,11666,2455,9211
2025-07-02T15:00:00.000+10:00,15,3,0,0,-185.13,185.13,0,29,26,211,16.6,90.3,83.90495049824243,33,24,622.4,14.8,54.3,59.29087088619164,11666,2455,9211
2025-07-02T15:05:00.000+10:00,15,3,0,0,-218.1,218.1,0,29,26,211,16.6,90.3,83.90495049824243,33,24,622.4,14.8,54.3,59.29087088619164,11666,2455,9211
2025-07-02T15:55:00.000+10:00,15,3,0,1,-250,250,0,29,26,101,16.6,90.3,83.90495049824243,33,24,455.8,14.8,54.3,59.29087088619164,11401,2436,8965
2025-07-02T16:00:00.000+10:00,16,3,0,1,-250,250,0,29,26,101,16.6,90.3,83.90495049824243,33,24,455.8,14.8,54.3,59.29087088619164,11401,2436,8965
2025-07-02T16:05:00.000+10:00,16,3,0,0,-216.82,216.82,0,29,26,101,16.6,90.3,83.90495049824243,33,24,455.8,14.8,54.3,59.29087088619164,11401,2436,8965
2025-07-02T16:55:00.000+10:00,16,3,0,1,-250,250,0,28.4,24.4,79,8.9,93.6,78.98594153210385,31.9,24.1,223.4,10.9,80.4,63.466291374514775,11025,2372,8653
2025-07-02T17:00:00.000+10:00,17,3,0,1,-250,250,0,28.4,24.4,79,8.9,93.6,78.98594153210385,31.9,24.1,223.4,10.9,80.4,63.466291374514775,11025,2372,8653
2025-07-02T17:05:00.000+10:00,17,3,0,1,-250,250,0,28.4,24.4,79,8.9,93.6,78.98594153210385,31.9,24.1,223.4,10.9,80.4,63.466291374514775,11025,2372,8653
2025-07-02T17:55:00.000+10:00,17,3,0,1,-250,250,0,29,26,14,9.4,90.3,83.90495049824243,31,24,73.3,7.6,89.7,66.3967385219835,10659,2300,8359
2025-07-02T18:00:00.000+10:00,18,3,0,1,-250,250,0,29,26,14,9.4,90.3,83.90495049824243,31,24,73.3,7.6,89.7,66.3967385219835,10659,2300,8359
2025-07-02T18:05:00.000+10:00,18,3,0,1,-250,250,0,29,26,14,9.4,90.3,83.90495049824243,31,24,73.3,7.6,89.7,66.3967385219835,10659,2300,8359
2025-07-02T18:55:00.000+10:00,18,3,0,1,-250,250,0,29,26,0,7.6,90.3,83.90495049824243,30,25,0.4,14.8,54.3,74.6401272083123,10777,2377,8400
2025-07-02T19:00:00.000+10:00,19,3,0,1,-250,250,0,29,26,0,7.6,90.3,83.90495049824243,30,25,0.4,14.8,54.3,74.6401272083123,10777,2377,8400
2025-07-02T19:05:00.000+10:00,19,3,0,1,-250,250,0,29,26,0,7.6,90.3,83.90495049824243,30,25,0.4,14.8,54.3,74.6401272083123,10777,2377,8400
2025-07-02T19:55:00.000+10:00,19,3,0,1,-250,250,0,28.4,25.7,0,6.9,80.4,85.34548275460877,29.8,24.9,0,18,58.5,75.05423737513635,10972,2325,8647
2025-07-02T20:00:00.000+10:00,20,3,0,0,-238.37,238.37,0,28.4,25.7,0,6.9,80.4,85.34548275460877,29.8,24.9,0,18,58.5,75.05423737513635,10972,2325,8647
2025-07-02T20:05:00.000+10:00,20,3,0,0,-202.25,202.25,0,28.4,25.7,0,6.9,80.4,85.34548275460877,29.8,24.9,0,18,58.5,75.05423737513635,10972,2325,8647
2025-07-02T20:55:00.000+10:00,20,3,0,0,-197.54,197.54,0,29,26,0,7.6,89.4,83.90495049824243,29,24,0,11.2,89.7,74.47804544391055,10919,2253,8666
2025-07-02T21:00:00.000+10:00,21,3,0,0,-178.09,178.09,0,29,26,0,7.6,89.4,83.90495049824243,29,24,0,11.2,89.7,74.47804544391055,10919,2253,8666
2025-07-02T21:05:00.000+10:00,21,3,0,0,-150.31,150.31,0,29,26,0,7.6,89.4,83.90495049824243,29,24,0,11.2,89.7,74.47804544391055,10919,2253,8666
2025-07-02T21:55:00.000+10:00,21,3,0,0,-117.84,117.84,0,28,26,0,3.6,89.4,88.92099675210189,29,24,0,5.4,89.7,74.47804544391055,10640,2205,8435
2025-07-02T22:00:00.000+10:00,22,3,0,0,-136.05,136.05,0,28,26,0,3.6,89.4,88.92099675210189,29,24,0,5.4,89.7,74.47804544391055,10640,2205,8435
2025-07-02T22:05:00.000+10:00,22,3,0,0,-134.26,134.26,0,28,26,0,3.6,89.4,88.92099675210189,29,24,0,5.4,89.7,74.47804544391055,10640,2205,8435
2025-07-02T22:55:00.000+10:00,22,3,0,0,-72.12,72.12,0,27.6,25.6,0,2.3,90,88.89000954629128,29,24.9,0,7.3,98.1,78.59873483875795,10154,2095,8059
2025-07-02T23:00:00.000+10:00,23,3,0,0,-77.58,77.58,0,27.6,25.6,0,2.3,90,88.89000954629128,29,24.9,0,7.3,98.1,78.59873483875795,10154,2095,8059
2025-07-02T23:05:00.000+10:00,23,3,0,0,-22.18,22.18,0,27.6,25.6,0,2.3,90,88.89000954629128,29,24.9,0,7.3,98.1,78.59873483875795,10154,2095,8059
2025-07-02T23:55:00.000+10:00,23,3,0,0,67.82,-67.82,0,28,26,0,7.6,89.4,88.92099675210189,28,25,0,7.6,100,83.795594704568,9835,1982,7853
2025-07-03T00:00:00.000+10:00,0,4,0,0,12.32,-12.32,0,28,26,0,7.6,89.4,88.92099675210189,28,25,0,7.6,100,83.795594704568,9835,1982,7853
2025-07-03T00:05:00.000+10:00,0,4,0,0,79.28,-79.28,0,28,26,0,7.6,89.4,88.92099675210189,28,25,0,7.6,100,83.795594704568,9835,1982,7853
2025-07-03T00:55:00.000+10:00,0,4,0,0,84.24,-84.24,0,28,26,0,5.4,90.3,88.92099675210189,28,25,0,11.2,89.7,83.795594704568,9374,1876,7498
2025-07-03T01:00:00.000+10:00,1,4,0,0,76.21,-76.21,0,28,26,0,5.4,90.3,88.92099675210189,28,25,0,11.2,89.7,83.795594704568,9374,1876,7498
2025-07-03T01:05:00.000+10:00,1,4,0,0,92.46,-92.46,0,28,26,0,5.4,90.3,88.92099675210189,28,25,0,11.2,89.7,83.795594704568,9374,1876,7498
2025-07-03T01:55:00.000+10:00,1,4,0,0,120.41,-120.41,0,25.8,24.8,0,8.5,100,94.22766489444018,27.8,24.1,0,7.3,88.6,80.33726830706316,9079,1809,7270
2025-07-03T02:00:00.000+10:00,2,4,0,0,101.38,-101.38,0,25.8,24.8,0,8.5,100,94.22766489444018,27.8,24.1,0,7.3,88.6,80.33726830706316,9079,1809,7270
